ID	cluster_DMM_4	cluster_DMM_4_lab
3964_SG21R9_pl5B11_concatd	C1	Bacteroides 1
3964_SG21R9_pl5B12d	C1	Bacteroides 1
3964_SG21R9_pl5C01_concatd	C1	Bacteroides 1
3964_SG21R9_pl5C02_concatd	C1	Bacteroides 1
3964_SG21R9_pl5C03_concatd	C1	Bacteroides 1
3964_SG21R9_pl5C04d	C1	Bacteroides 1
3964_SG21R9_pl5C05_concatd	C1	Bacteroides 1
3964_SG21R9_pl5C06_concatd	C1	Bacteroides 1
3964_SG21R9_pl5C07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5C08d	C1	Bacteroides 1
3964_SG21R9_pl5C09d	C1	Bacteroides 1
3964_SG21R9_pl5C10d	C1	Bacteroides 1
3964_SG21R9_pl5C11_concatd	C1	Bacteroides 1
3964_SG21R9_pl5C12_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D01_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D02_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D03d	C1	Bacteroides 1
3964_SG21R9_pl5D04_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D05_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D06d	C1	Bacteroides 1
3964_SG21R9_pl5D07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D08_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D10_concatd	C1	Bacteroides 1
3964_SG21R9_pl5D11d	C1	Bacteroides 1
3964_SG21R9_pl5D12_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E01d	C1	Bacteroides 1
3964_SG21R9_pl5E02_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E03_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E04d	C1	Bacteroides 1
3964_SG21R9_pl5E05_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E06_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E08_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E09d	C1	Bacteroides 1
3964_SG21R9_pl5E10_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E11_concatd	C1	Bacteroides 1
3964_SG21R9_pl5E12_concatd	C1	Bacteroides 1
3964_SG21R9_pl5F01_concatd	C1	Bacteroides 1
3964_SG21R9_pl5F03_concatd	C1	Bacteroides 1
3964_SG21R9_pl5F06d	C1	Bacteroides 1
3964_SG21R9_pl5F07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5F08_concatd	C1	Bacteroides 1
3964_SG21R9_pl5F09_concatd	C1	Bacteroides 1
3964_SG21R9_pl5F10_concatd	C1	Bacteroides 1
3964_SG21R9_pl5F11d	C1	Bacteroides 1
3964_SG21R9_pl5F12_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G02_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G03_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G04d	C1	Bacteroides 1
3964_SG21R9_pl5G05_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G06_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G08_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G09_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G10_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G11_concatd	C1	Bacteroides 1
3964_SG21R9_pl5G12_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H01d	C1	Bacteroides 1
3964_SG21R9_pl5H02_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H03_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H04_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H05_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H06d	C1	Bacteroides 1
3964_SG21R9_pl5H07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H08_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H09_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H10_concatd	C1	Bacteroides 1
3964_SG21R9_pl5H11_concatd	C1	Bacteroides 1
3964_SG21R9_pl6A02_concatd	C1	Bacteroides 1
3964_SG21R9_pl6A03_concatd	C1	Bacteroides 1
3964_SG21R9_pl6A04d	C1	Bacteroides 1
3964_SG21R9_pl6A05d	C1	Bacteroides 1
3964_SG21R9_pl6A06_concatd	C1	Bacteroides 1
3964_SG21R9_pl6A08_concatd	C1	Bacteroides 1
3964_SG21R9_pl6A09_concatd	C1	Bacteroides 1
3964_SG21R9_pl6A10d	C1	Bacteroides 1
3964_SG21R9_pl6A11_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B01_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B02_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B03_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B04_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B05_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B06d	C1	Bacteroides 1
3964_SG21R9_pl6B08_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B09d	C1	Bacteroides 1
3964_SG21R9_pl6B10_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B11_concatd	C1	Bacteroides 1
3964_SG21R9_pl6B12_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C01_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C03d	C1	Bacteroides 1
3964_SG21R9_pl6C04d	C1	Bacteroides 1
3964_SG21R9_pl6C05_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C06_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C07_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C08d	C1	Bacteroides 1
3964_SG21R9_pl6C09_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C10_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C11_concatd	C1	Bacteroides 1
3964_SG21R9_pl6C12d	C1	Bacteroides 1
3964_SG21R9_pl6D01d	C1	Bacteroides 1
3964_SG21R9_pl6D02d	C1	Bacteroides 1
3964_SG21R9_pl6D03d	C1	Bacteroides 1
3964_SG21R9_pl6D04_concatd	C1	Bacteroides 1
3964_SG21R9_pl6D05_concatd	C1	Bacteroides 1
3964_SG21R9_pl6D06d	C1	Bacteroides 1
3964_SG21R9_pl6D07_concatd	C1	Bacteroides 1
3964_SG21R9_pl6D08_concatd	C1	Bacteroides 1
3964_SG21R9_pl6D09_concatd	C1	Bacteroides 1
3964_SG21R9_pl6D10_concatd	C1	Bacteroides 1
3964_SG21R9_pl6D11d	C1	Bacteroides 1
3964_SG21R9_pl6D12_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E01d	C1	Bacteroides 1
3964_SG21R9_pl6E02_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E03_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E04d	C1	Bacteroides 1
3964_SG21R9_pl6E05_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E06_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E07d	C1	Bacteroides 1
3964_SG21R9_pl6E08_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E09_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E10_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E11_concatd	C1	Bacteroides 1
3964_SG21R9_pl6E12_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F01_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F02_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F03_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F04_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F05_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F06_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F07_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F08_concatd	C1	Bacteroides 1
3964_SG21R9_pl6F10d	C1	Bacteroides 1
3964_SG21R9_pl6F11d	C1	Bacteroides 1
3964_SG21R9_pl6G01_concatd	C1	Bacteroides 1
3964_SG21R9_pl6G02d	C1	Bacteroides 1
3964_SG21R9_pl6G03d	C1	Bacteroides 1
3964_SG21R9_pl6G05d	C1	Bacteroides 1
3964_SG21R9_pl6G06_concatd	C1	Bacteroides 1
3964_SG21R9_pl6G07_concatd	C1	Bacteroides 1
3964_SG21R9_pl6G08_concatd	C1	Bacteroides 1
3964_SG21R9_pl6G09d	C1	Bacteroides 1
3964_SG21R9_pl6G10_concatd	C1	Bacteroides 1
3964_SG21R9_pl6G11d	C1	Bacteroides 1
3964_SG21R9_pl6G12_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H01_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H02d	C1	Bacteroides 1
3964_SG21R9_pl6H03_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H04d	C1	Bacteroides 1
3964_SG21R9_pl6H05_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H06_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H07_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H08d	C1	Bacteroides 1
3964_SG21R9_pl6H09_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H10_concatd	C1	Bacteroides 1
3964_SG21R9_pl6H11_concatd	C1	Bacteroides 1
3964_SG21R9_pl7A01_concatd	C1	Bacteroides 1
3964_SG21R9_pl7A03_concatd	C1	Bacteroides 1
3964_SG21R9_pl7A04d	C1	Bacteroides 1
3964_SG21R9_pl7A05_concatd	C1	Bacteroides 1
3964_SG21R9_pl7A06d	C1	Bacteroides 1
3964_SG21R9_pl7A07_concatd	C1	Bacteroides 1
3964_SG21R9_pl7A08_concatd	C1	Bacteroides 1
3964_SG21R9_pl7A09d	C1	Bacteroides 1
3964_SG21R9_pl7A10d	C1	Bacteroides 1
3964_SG21R9_pl7A11d	C1	Bacteroides 1
3964_SG21R9_pl7A12_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B01_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B02_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B03_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B04d	C1	Bacteroides 1
3964_SG21R9_pl7B05_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B06d	C1	Bacteroides 1
3964_SG21R9_pl7B07d	C1	Bacteroides 1
3964_SG21R9_pl7B08_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B09_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B10d	C1	Bacteroides 1
3964_SG21R9_pl7B11_concatd	C1	Bacteroides 1
3964_SG21R9_pl7B12d	C1	Bacteroides 1
3964_SG21R9_pl7C01d	C1	Bacteroides 1
3964_SG21R9_pl7C04_concatd	C1	Bacteroides 1
3964_SG21R9_pl7C06d	C1	Bacteroides 1
3964_SG21R9_pl7C09d	C1	Bacteroides 1
3964_SG21R9_pl7C10d	C1	Bacteroides 1
3964_SG21R9_pl7C11d	C1	Bacteroides 1
3964_SG21R9_pl7C12d	C1	Bacteroides 1
3964_SG21R9_pl7D02_concatd	C1	Bacteroides 1
3964_SG21R9_pl7D03d	C1	Bacteroides 1
3964_SG21R9_pl7D04d	C1	Bacteroides 1
3964_SG21R9_pl7D05_concatd	C1	Bacteroides 1
3964_SG21R9_pl7D06_concatd	C1	Bacteroides 1
3964_SG21R9_pl7D07_concatd	C1	Bacteroides 1
3964_SG21R9_pl7D08_concatd	C1	Bacteroides 1
3964_SG21R9_pl7D09_concatd	C1	Bacteroides 1
3964_SG21R9_pl7D11d	C1	Bacteroides 1
3964_SG21R9_pl7D12_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E01d	C1	Bacteroides 1
3964_SG21R9_pl7E02_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E03d	C1	Bacteroides 1
3964_SG21R9_pl7E04_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E05_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E06_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E07_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E08_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E09d	C1	Bacteroides 1
3964_SG21R9_pl7E10_concatd	C1	Bacteroides 1
3964_SG21R9_pl7E11d	C1	Bacteroides 1
3964_SG21R9_pl7E12_concatd	C1	Bacteroides 1
3964_SG21R9_pl7F02_concatd	C1	Bacteroides 1
3964_SG21R9_pl7F05_concatd	C1	Bacteroides 1
3964_SG21R9_pl7F06d	C1	Bacteroides 1
3964_SG21R9_pl7F07d	C1	Bacteroides 1
3964_SG21R9_pl7F08_concatd	C1	Bacteroides 1
3964_SG21R9_pl7F09_concatd	C1	Bacteroides 1
3964_SG21R9_pl7F10d	C1	Bacteroides 1
3964_SG21R9_pl7F11_concatd	C1	Bacteroides 1
3964_SG21R9_pl7G01d	C1	Bacteroides 1
3964_SG21R9_pl7G02_concatd	C1	Bacteroides 1
3964_SG21R9_pl7G04_concatd	C1	Bacteroides 1
3964_SG21R9_pl7G05d	C1	Bacteroides 1
3964_SG21R9_pl7G06_concatd	C1	Bacteroides 1
3964_SG21R9_pl7G08_concatd	C1	Bacteroides 1
3964_SG21R9_pl7G09_concatd	C1	Bacteroides 1
3964_SG21R9_pl7G10d	C1	Bacteroides 1
3964_SG21R9_pl7G11d	C1	Bacteroides 1
3964_SG21R9_pl7H01_concatd	C1	Bacteroides 1
3964_SG21R9_pl7H02_concatd	C1	Bacteroides 1
3964_SG21R9_pl7H04d	C1	Bacteroides 1
3964_SG21R9_pl7H05_concatd	C1	Bacteroides 1
3964_SG21R9_pl7H06d	C1	Bacteroides 1
3964_SG21R9_pl7H07d	C1	Bacteroides 1
3964_SG21R9_pl7H08_concatd	C1	Bacteroides 1
3964_SG21R9_pl7H09_concatd	C1	Bacteroides 1
3964_SG21R9_pl7H10_concatd	C1	Bacteroides 1
3964_SG21R9_pl7H11d	C1	Bacteroides 1
3964_SG21R9_pl7H12d	C1	Bacteroides 1
3964_SG21R9_pl8A02_concatd	C1	Bacteroides 1
3964_SG21R9_pl8A03_concatd	C1	Bacteroides 1
3964_SG21R9_pl8A04_concatd	C1	Bacteroides 1
3964_SG21R9_pl8A05_concatd	C1	Bacteroides 1
3964_SG21R9_pl8A06d	C1	Bacteroides 1
3964_SG21R9_pl8A07_concatd	C1	Bacteroides 1
3964_SG21R9_pl8A08_concatd	C1	Bacteroides 1
3964_SG21R9_pl8A09d	C1	Bacteroides 1
3964_SG21R9_pl8A10d	C1	Bacteroides 1
3964_SG21R9_pl8A11d	C1	Bacteroides 1
3964_SG21R9_pl8A12d	C1	Bacteroides 1
3964_SG21R9_pl8B01_concatd	C1	Bacteroides 1
3964_SG21R9_pl8B02d	C1	Bacteroides 1
3964_SG21R9_pl8B03_concatd	C1	Bacteroides 1
3964_SG21R9_pl8B04d	C1	Bacteroides 1
3964_SG21R9_pl8B05d	C1	Bacteroides 1
3964_SG21R9_pl8B06d	C1	Bacteroides 1
3964_SG21R9_pl8B07d	C1	Bacteroides 1
3964_SG21R9_pl8B08_concatd	C1	Bacteroides 1
3964_SG21R9_pl8B10_concatd	C1	Bacteroides 1
3964_SG21R9_pl8B11d	C1	Bacteroides 1
3964_SG21R9_pl8B12d	C1	Bacteroides 1
3964_SG21R9_pl8C01_concatd	C1	Bacteroides 1
3964_SG21R9_pl8C02d	C1	Bacteroides 1
3964_SG21R9_pl8C03_concatd	C1	Bacteroides 1
3964_SG21R9_pl8C04d	C1	Bacteroides 1
3964_SG21R9_pl8C05_concatd	C1	Bacteroides 1
3964_SG21R9_pl8C08d	C1	Bacteroides 1
3964_SG21R9_pl8C09_concatd	C1	Bacteroides 1
3964_SG21R9_pl8C10d	C1	Bacteroides 1
3964_SG21R9_pl8C11d	C1	Bacteroides 1
3964_SG21R9_pl8D01_concatd	C1	Bacteroides 1
3964_SG21R9_pl8D02d	C1	Bacteroides 1
3964_SG21R9_pl8D03d	C1	Bacteroides 1
3964_SG21R9_pl8D04_concatd	C1	Bacteroides 1
3964_SG21R9_pl8D05d	C1	Bacteroides 1
3964_SG21R9_pl8D06d	C1	Bacteroides 1
3964_SG21R9_pl8D07d	C1	Bacteroides 1
3964_SG21R9_pl8D08d	C1	Bacteroides 1
3964_SG21R9_pl8D09d	C1	Bacteroides 1
3964_SG21R9_pl8D10_concatd	C1	Bacteroides 1
3964_SG21R9_pl8D11d	C1	Bacteroides 1
3964_SG21R9_pl8D12_concatd	C1	Bacteroides 1
3964_SG21R9_pl8E01d	C1	Bacteroides 1
3964_SG21R9_pl8E02d	C1	Bacteroides 1
3964_SG21R9_pl8E03d	C1	Bacteroides 1
3964_SG21R9_pl8E04_concatd	C1	Bacteroides 1
3964_SG21R9_pl8E05_concatd	C1	Bacteroides 1
3964_SG21R9_pl8E06d	C1	Bacteroides 1
3964_SG21R9_pl8E07_concatd	C1	Bacteroides 1
3964_SG21R9_pl8E08_concatd	C1	Bacteroides 1
3964_SG21R9_pl8E09d	C1	Bacteroides 1
3964_SG21R9_pl8E10d	C1	Bacteroides 1
3964_SG21R9_pl8E11_concatd	C1	Bacteroides 1
3964_SG21R9_pl8E12d	C1	Bacteroides 1
3964_SG21R9_pl8F02_concatd	C1	Bacteroides 1
3964_SG21R9_pl8F03d	C1	Bacteroides 1
3964_SG21R9_pl8F04_concatd	C1	Bacteroides 1
3964_SG21R9_pl8F05d	C1	Bacteroides 1
3964_SG21R9_pl8F06d	C1	Bacteroides 1
3964_SG21R9_pl8F07_concatd	C1	Bacteroides 1
3964_SG21R9_pl8F08d	C1	Bacteroides 1
3964_SG21R9_pl8F09_concatd	C1	Bacteroides 1
3964_SG21R9_pl8F10_concatd	C1	Bacteroides 1
3964_SG21R9_pl8F11d	C1	Bacteroides 1
3964_SG21R9_pl8F12d	C1	Bacteroides 1
3964_SG21R9_pl8G01d	C1	Bacteroides 1
3964_SG21R9_pl8G02d	C1	Bacteroides 1
3964_SG21R9_pl8G03d	C1	Bacteroides 1
3964_SG21R9_pl8G04_concatd	C1	Bacteroides 1
3964_SG21R9_pl8G05_concatd	C1	Bacteroides 1
3964_SG21R9_pl8G06d	C1	Bacteroides 1
3964_SG21R9_pl8G07_concatd	C1	Bacteroides 1
3964_SG21R9_pl8G08_concatd	C1	Bacteroides 1
3964_SG21R9_pl8G09d	C1	Bacteroides 1
3964_SG21R9_pl8G10_concatd	C1	Bacteroides 1
3964_SG21R9_pl8G11_concatd	C1	Bacteroides 1
3964_SG21R9_pl8G12d	C1	Bacteroides 1
3964_SG21R9_pl8H01d	C1	Bacteroides 1
3964_SG21R9_pl8H02_concatd	C1	Bacteroides 1
3964_SG21R9_pl8H03d	C1	Bacteroides 1
3964_SG21R9_pl8H04_concatd	C1	Bacteroides 1
3964_SG21R9_pl8H06d	C1	Bacteroides 1
3964_SG21R9_pl8H07_concatd	C1	Bacteroides 1
3964_SG21R9_pl8H08_concatd	C1	Bacteroides 1
3964_SG21R9_pl8H09d	C1	Bacteroides 1
3964_SG21R9_pl8H10d	C1	Bacteroides 1
3964_SG21R9_pl8H11_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A01_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A02_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A03d	C1	Bacteroides 1
4004_SG21R20_pl1A04_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A05d	C1	Bacteroides 1
4004_SG21R20_pl1A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A07_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A08d	C1	Bacteroides 1
4004_SG21R20_pl1A09_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A10d	C1	Bacteroides 1
4004_SG21R20_pl1A11_concatd	C1	Bacteroides 1
4004_SG21R20_pl1A12_concatd	C1	Bacteroides 1
4004_SG21R20_pl1B02d	C1	Bacteroides 1
4004_SG21R20_pl1B03d	C1	Bacteroides 1
4004_SG21R20_pl1B04_concatd	C1	Bacteroides 1
4004_SG21R20_pl1B06_concatd	C1	Bacteroides 1
4004_SG21R20_pl1B07_concatd	C1	Bacteroides 1
4004_SG21R20_pl1B10d	C1	Bacteroides 1
4004_SG21R20_pl1B11_concatd	C1	Bacteroides 1
4004_SG21R20_pl1B12_concatd	C1	Bacteroides 1
4004_SG21R20_pl1C01_concatd	C1	Bacteroides 1
4004_SG21R20_pl1C02d	C1	Bacteroides 1
4004_SG21R20_pl1C03_concatd	C1	Bacteroides 1
4004_SG21R20_pl1C04d	C1	Bacteroides 1
4004_SG21R20_pl1C05d	C1	Bacteroides 1
4004_SG21R20_pl1C06d	C1	Bacteroides 1
4004_SG21R20_pl1C07d	C1	Bacteroides 1
4004_SG21R20_pl1C08d	C1	Bacteroides 1
4004_SG21R20_pl1C09d	C1	Bacteroides 1
4004_SG21R20_pl1C10_concatd	C1	Bacteroides 1
4004_SG21R20_pl1C11d	C1	Bacteroides 1
4004_SG21R20_pl1C12_concatd	C1	Bacteroides 1
4004_SG21R20_pl1D01_concatd	C1	Bacteroides 1
4004_SG21R20_pl1D02d	C1	Bacteroides 1
4004_SG21R20_pl1D03d	C1	Bacteroides 1
4004_SG21R20_pl1D04_concatd	C1	Bacteroides 1
4004_SG21R20_pl1D05_concatd	C1	Bacteroides 1
4004_SG21R20_pl1D06d	C1	Bacteroides 1
4004_SG21R20_pl1D07d	C1	Bacteroides 1
4004_SG21R20_pl1D09d	C1	Bacteroides 1
4004_SG21R20_pl1D10d	C1	Bacteroides 1
4004_SG21R20_pl1D12d	C1	Bacteroides 1
4004_SG21R20_pl1E01d	C1	Bacteroides 1
4004_SG21R20_pl1E02_concatd	C1	Bacteroides 1
4004_SG21R20_pl1E03d	C1	Bacteroides 1
4004_SG21R20_pl1E04d	C1	Bacteroides 1
4004_SG21R20_pl1E05d	C1	Bacteroides 1
4004_SG21R20_pl1E06d	C1	Bacteroides 1
4004_SG21R20_pl1E08d	C1	Bacteroides 1
4004_SG21R20_pl1E09_concatd	C1	Bacteroides 1
4004_SG21R20_pl1E10_concatd	C1	Bacteroides 1
4004_SG21R20_pl1E11_concatd	C1	Bacteroides 1
4004_SG21R20_pl1E12d	C1	Bacteroides 1
4004_SG21R20_pl1F01_concatd	C1	Bacteroides 1
4004_SG21R20_pl1F02d	C1	Bacteroides 1
4004_SG21R20_pl1F03d	C1	Bacteroides 1
4004_SG21R20_pl1F04d	C1	Bacteroides 1
4004_SG21R20_pl1F05_concatd	C1	Bacteroides 1
4004_SG21R20_pl1F06_concatd	C1	Bacteroides 1
4004_SG21R20_pl1F08_concatd	C1	Bacteroides 1
4004_SG21R20_pl1F09d	C1	Bacteroides 1
4004_SG21R20_pl1F10d	C1	Bacteroides 1
4004_SG21R20_pl1F11d	C1	Bacteroides 1
4004_SG21R20_pl1F12_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G01_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G02_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G03d	C1	Bacteroides 1
4004_SG21R20_pl1G04d	C1	Bacteroides 1
4004_SG21R20_pl1G05_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G06d	C1	Bacteroides 1
4004_SG21R20_pl1G07_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G08_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G09_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G10d	C1	Bacteroides 1
4004_SG21R20_pl1G11_concatd	C1	Bacteroides 1
4004_SG21R20_pl1G12d	C1	Bacteroides 1
4004_SG21R20_pl1H01_concatd	C1	Bacteroides 1
4004_SG21R20_pl1H02d	C1	Bacteroides 1
4004_SG21R20_pl1H03_concatd	C1	Bacteroides 1
4004_SG21R20_pl1H04_concatd	C1	Bacteroides 1
4004_SG21R20_pl1H05d	C1	Bacteroides 1
4004_SG21R20_pl1H06d	C1	Bacteroides 1
4004_SG21R20_pl1H07_concatd	C1	Bacteroides 1
4004_SG21R20_pl1H08_concatd	C1	Bacteroides 1
4004_SG21R20_pl1H09d	C1	Bacteroides 1
4004_SG21R20_pl1H10_concatd	C1	Bacteroides 1
4004_SG21R20_pl1H11d	C1	Bacteroides 1
4004_SG21R20_pl1H12d	C1	Bacteroides 1
4004_SG21R20_pl2A01_concatd	C1	Bacteroides 1
4004_SG21R20_pl2A02d	C1	Bacteroides 1
4004_SG21R20_pl2A03_concatd	C1	Bacteroides 1
4004_SG21R20_pl2A04d	C1	Bacteroides 1
4004_SG21R20_pl2A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl2A07_concatd	C1	Bacteroides 1
4004_SG21R20_pl2A08_concatd	C1	Bacteroides 1
4004_SG21R20_pl2A09_concatd	C1	Bacteroides 1
4004_SG21R20_pl2A10d	C1	Bacteroides 1
4004_SG21R20_pl2A11_concatd	C1	Bacteroides 1
4004_SG21R20_pl2A12_concatd	C1	Bacteroides 1
4004_SG21R20_pl2B01_concatd	C1	Bacteroides 1
4004_SG21R20_pl2B02d	C1	Bacteroides 1
4004_SG21R20_pl2B03_concatd	C1	Bacteroides 1
4004_SG21R20_pl2B04d	C1	Bacteroides 1
4004_SG21R20_pl2B05_concatd	C1	Bacteroides 1
4004_SG21R20_pl2B06_concatd	C1	Bacteroides 1
4004_SG21R20_pl2B10d	C1	Bacteroides 1
4004_SG21R20_pl2B11d	C1	Bacteroides 1
4004_SG21R20_pl2C01_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C03_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C04_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C05_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C06d	C1	Bacteroides 1
4004_SG21R20_pl2C08_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C09_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C10_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C11_concatd	C1	Bacteroides 1
4004_SG21R20_pl2C12_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D01d	C1	Bacteroides 1
4004_SG21R20_pl2D02_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D03_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D05_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D06_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D08_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D09d	C1	Bacteroides 1
4004_SG21R20_pl2D10_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D11_concatd	C1	Bacteroides 1
4004_SG21R20_pl2D12_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E01_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E02_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E03_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E04_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E05d	C1	Bacteroides 1
4004_SG21R20_pl2E06_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E07_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E08d	C1	Bacteroides 1
4004_SG21R20_pl2E09_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E10d	C1	Bacteroides 1
4004_SG21R20_pl2E11_concatd	C1	Bacteroides 1
4004_SG21R20_pl2E12d	C1	Bacteroides 1
4004_SG21R20_pl2F01d	C1	Bacteroides 1
4004_SG21R20_pl2F02d	C1	Bacteroides 1
4004_SG21R20_pl2F03d	C1	Bacteroides 1
4004_SG21R20_pl2F04_concatd	C1	Bacteroides 1
4004_SG21R20_pl2F05d	C1	Bacteroides 1
4004_SG21R20_pl2F06d	C1	Bacteroides 1
4004_SG21R20_pl2F07_concatd	C1	Bacteroides 1
